time,testpilot
1000,0.9518317005438962
1010,0.9556169786884434
1020,0.9592507484145192
1030,0.9627324336056285
1040,0.9660614822575389
1050,0.9692373665657978
1060,0.9722595830094136
1070,0.9751276524306862
1080,0.9778411201111752
1090,0.9803995558437935
1100,0.9828025540010144
1110,0.9850497335991816
1120,0.9871407383589128
1130,0.9890752367615859
1140,0.9908529221018993
1150,0.992473512536499
1160,0.9939367511286633
1170,0.9952424058890388
1180,0.9963902698124213
1190,0.9973801609105755
1200,0.998211922241088
1210,0.9988854219322504
1220,0.9994005532039664
1230,0.9997572343846811
1240,0.9999554089243304
1250,0.9999950454033061
1260,0.9998761375374373
1270,0.9995987041789873
1280,0.999162789313664
1290,0.9985684620536465
1300,0.9978158166266278
1310,0.9969049723608752
1320,0.9958360736663117
1330,0.9946092900116199
1340,0.9932248158973745
1350,0.9916828708252043
1360,0.989983699262992
1370,0.9881275706061142
1380,0.986114779134731
1390,0.9839456439671286
1400,0.9816205090091248
1410,0.9791397428995448
1420,0.9765037389517748
1430,0.9737129150914042
1440,0.9707677137899662
1450,0.9676686019947848
1460,0.9644160710549436
1470,0.9610106366433847
1480,0.9574528386751506
1490,0.953743241221784
1500,0.9498824324218971
1510,0.9458710243879241
1520,0.941709653109075
1530,0.9373989783505013
1540,0.9329396835486949
1550,0.9283324757031316
1560,0.9235780852641798
1570,0.9186772660172913
1580,0.9136307949634929
1590,0.9084394721961955
1600,0.9031041207743439
1610,0.8976255865919252
1620,0.8920047382438554
1630,0.8862424668882685
1640,0.8803396861052282
1650,0.8742973317518827
1660,0.8681163618140915
1670,0.8617977562545388
1680,0.8553425168573667
1690,0.8487516670693471
1700,0.842026251837619
1710,0.8351673374440167
1720,0.8281760113360176
1730,0.8210533819543303
1740,0.8138005785571594
1750,0.8064187510411646
1760,0.7989090697591517
1770,0.791272725334519
1780,0.7835109284724886
1790,0.7756249097681559
1800,0.7676159195113847
1810,0.7594852274885796
1820,0.7512341227813666
1830,0.7428639135622178
1840,0.7343759268870447
1850,0.7257715084848019
1860,0.7170520225441263
1870,0.708218851497053
1880,0.6992733957998378
1890,0.6902170737109201
1900,0.681051321066066
1910,0.671777591050724
1920,0.6623973539696282
1930,0.6529120970136896
1940,0.6433233240242087
1950,0.633632555254449
1960,0.6238413271286091
1970,0.6139511919982283
1980,0.6039637178960703
1990,0.5938804882875189
2000,0.5837031018195269
2010,0.5734331720671584
2020,0.5630723272777653
2030,0.5526222101128351
2040,0.5420844773875566
2050,0.5314607998081383
2060,0.5207528617069271
2070,0.5099623607753652
2080,0.49909100779482957
2090,0.4881405263653954
2100,0.47711265263256947
2110,0.4660091350120299
2120,0.45483173391242515
2130,0.4435822214562705
2140,0.4322623811989842
2150,0.42087400784611634
2160,0.40941890696880456
2170,0.3978988947175108
2180,0.38631579753407935
2190,0.3746714518621633
2200,0.36296770385606475
2210,0.3512064090880382
2220,0.33938943225409496
2230,0.3275186468783687
2240,0.315595935016074
2250,0.30362318695511703
2260,0.2916023009164008
2270,0.2795351827528692
2280,0.26742374564734417
2290,0.25526990980920145
2300,0.24307560216992805
2310,0.2308427560776185
2320,0.2185733109904513
2330,0.20626921216919694
2340,0.193932410368808
2350,0.18156486152913387
2360,0.16916852646481728
2370,0.15674537055441798
2380,0.144297363428809
2390,0.13182647865890249
2400,0.11933469344275102
2410,0.10682398829206982
2420,0.09429634671823804
2430,0.08175375491782225
2440,0.0691982014576742
2450,0.05663167695965502
2460,0.044056173785029115
2470,0.03147368571858634
2480,0.01888620765253848
2490,0.006295735270236124
2500,-0.006295735270235879
2510,-0.018886207652538234
2520,-0.03147368571858654
2530,-0.044056173785028865
2540,-0.05663167695965478
2550,-0.06919820145767397
2560,-0.08175375491782157
2570,-0.09429634671823735
2580,-0.10682398829206957
2590,-0.11933469344275077
2600,-0.13182647865890226
2610,-0.14429736342880878
2620,-0.15674537055441776
2630,-0.16916852646481703
2640,-0.1815648615291332
2650,-0.1939324103688082
2660,-0.2062692121691967
2670,-0.21857331099045063
2680,-0.23084275607761784
2690,-0.24307560216992738
2700,-0.2552699098092016
2710,-0.26742374564734434
2720,-0.279535182752869
2730,-0.2916023009164006
2740,-0.3036231869551168
2750,-0.31559593501607336
2760,-0.3275186468783689
2770,-0.3393894322540951
2780,-0.3512064090880379
2790,-0.3629677038560645
2800,-0.3746714518621626
2810,-0.38631579753407913
2820,-0.39789889471751055
2830,-0.40941890696880434
2840,-0.4208740078461161
2850,-0.43226238119898397
2860,-0.4435822214562707
2870,-0.4548317339124253
2880,-0.4660091350120297
2890,-0.47711265263256925
2900,-0.48814052636539523
2910,-0.49909100779482896
2920,-0.5099623607753649
2930,-0.5207528617069269
2940,-0.5314607998081381
2950,-0.5420844773875564
2960,-0.5526222101128349
2970,-0.5630723272777655
2980,-0.5734331720671585
2990,-0.5837031018195268
3000,-0.5938804882875187
3010,-0.6039637178960701
3020,-0.6139511919982279
3030,-0.6238413271286088
3040,-0.6336325552544487
3050,-0.6433233240242081
3060,-0.652912097013689
3070,-0.6623973539696277
3080,-0.6717775910507242
3090,-0.6810513210660661
3100,-0.69021707371092
3110,-0.6992733957998376
3120,-0.7082188514970529
3130,-0.7170520225441258
3140,-0.725771508484802
3150,-0.7343759268870448
3160,-0.7428639135622177
3170,-0.7512341227813664
3180,-0.7594852274885789
3190,-0.7676159195113852
3200,-0.775624909768156
3210,-0.7835109284724888
3220,-0.7912727253345188
3230,-0.7989090697591518
3240,-0.8064187510411641
3250,-0.8138005785571593
3260,-0.8210533819543304
3270,-0.8281760113360173
3280,-0.8351673374440166
3290,-0.8420262518376184
3300,-0.8487516670693472
3310,-0.8553425168573666
3320,-0.8617977562545388
3330,-0.8681163618140914
3340,-0.8742973317518828
3350,-0.8803396861052282
3360,-0.8862424668882684
3370,-0.8920047382438553
3380,-0.8976255865919248
3390,-0.9031041207743438
3400,-0.908439472196195
3410,-0.913630794963493
3420,-0.9186772660172913
3430,-0.9235780852641798
3440,-0.9283324757031315
3450,-0.9329396835486949
3460,-0.9373989783505013
3470,-0.9417096531090747
3480,-0.9458710243879241
3490,-0.9498824324218968
3500,-0.953743241221784
3510,-0.9574528386751503
3520,-0.9610106366433847
3530,-0.9644160710549435
3540,-0.9676686019947848
3550,-0.9707677137899661
3560,-0.9737129150914042
3570,-0.9765037389517748
3580,-0.9791397428995449
3590,-0.9816205090091248
3600,-0.9839456439671286
3610,-0.986114779134731
3620,-0.9881275706061141
3630,-0.989983699262992
3640,-0.9916828708252043
3650,-0.9932248158973744
3660,-0.9946092900116198
3670,-0.9958360736663115
3680,-0.9969049723608752
3690,-0.9978158166266278
3700,-0.9985684620536465
3710,-0.999162789313664
3720,-0.9995987041789873
3730,-0.9998761375374373
3740,-0.9999950454033061
3750,-0.9999554089243304
3760,-0.9997572343846811
3770,-0.9994005532039664
3780,-0.9988854219322505
3790,-0.998211922241088
3800,-0.9973801609105755
3810,-0.9963902698124213
3820,-0.9952424058890388
3830,-0.9939367511286633
3840,-0.9924735125364991
3850,-0.9908529221018992
3860,-0.9890752367615859
3870,-0.9871407383589128
3880,-0.9850497335991817
3890,-0.9828025540010145
3900,-0.9803995558437936
3910,-0.9778411201111752
3920,-0.9751276524306863
3930,-0.9722595830094136
3940,-0.9692373665657981
3950,-0.966061482257539
3960,-0.9627324336056285
3970,-0.9592507484145193
3980,-0.9556169786884434
3990,-0.9518317005438964
4000,-0.9478955141182946
4010,-0.9438090434748283
4020,-0.9395729365035184
4030,-0.9351878648184972
4040,-0.9306545236515262
4050,-0.9259736317417723
4060,-0.9211459312218526
4070,-0.9161721875001767
4080,-0.9110531891395905
4090,-0.9057897477323571
4100,-0.9003826977714798
4110,-0.8948328965184005
4120,-0.8891412238670815
4130,-0.8833085822045057
4140,-0.8773358962676064
4150,-0.8712241129966534
4160,-0.8649742013851228
4170,-0.8585871523260646
4180,-0.8520639784550066
4190,-0.845405713989399
4200,-0.8386134145646505
4210,-0.8316881570667581
4220,-0.8246310394615755
4230,-0.8174431806207325
4240,-0.8101257201442468
4250,-0.8026798181798438
4260,-0.7951066552390204
4270,-0.7874074320098834
4280,-0.7795833691667816
4290,-0.771635707176781
4300,-0.7635657061029861
4310,-0.7553746454047705
4320,-0.7470638237349192
4330,-0.7386345587337385
4340,-0.7300881868201459
4350,-0.7214260629797911
4360,-0.7126495605502283
4370,-0.7037600710031783
4380,-0.6947590037239213
4390,-0.6856477857878409
4400,-0.676427861734175
4410,-0.667100693336983
4420,-0.6576677593733955
4430,-0.6481305553891562
4440,-0.638490593461515
4450,-0.6287494019594925
4460,-0.6189085253015659
4470,-0.6089695237108073
4480,-0.5989339729675189
4490,-0.5888034641594032
4500,-0.5785796034292977
4510,-0.5682640117205376
4520,-0.5578583245199531
4530,-0.5473641915985794
4540,-0.5367832767500872
4550,-0.5261172575270014
4560,-0.5153678249747303
4570,-0.50453668336346
4580,-0.4936255499179478
4590,-0.4826361545452699
4600,-0.4715702395605469
4610,-0.46042955941071334
4620,-0.4492158803963569
4630,-0.43793098039167727
4640,-0.42657664856261845
4650,-0.415154685083199
4660,-0.40366690085010876
4670,-0.39211511719559644
4680,-0.38050116559870856
4690,-0.3688268873949134
4700,-0.3570941334841726
4710,-0.3453047640374828
4720,-0.3334606482019607
4730,-0.32156366380449647
4740,-0.3096156970540308
4750,-0.2976186422425114
4760,-0.28557440144455587
4770,-0.27348488421589245
4780,-0.2613520072906064
4790,-0.2491776942772525
4800,-0.23696387535387284
4810,-0.2247124869619827
4820,-0.21242547149955018
4830,-0.20010477701304455
4840,-0.18775235688858025
4850,-0.17537016954221463
4860,-0.16296017810945654
4870,-0.1505243501340138
4880,-0.138064657255855
4890,-0.12558307489861187
4900,-0.11308158195638733
4910,-0.10056216048000802
4920,-0.08802679536278585
4930,-0.07547747402581492
4940,-0.06291618610288623
4950,-0.05034492312502847
4960,-0.03776567820477121
4970,-0.025180445720138514
4980,-0.012591220998457194
4990,-2.4492935982947064e-16
